"Entrez.ID","TxDb.hg38.Transcript.ID","Chromosome","Start.BP","End.BP","Symbol","Ensembl.ID","Symbol.Alt","Bin.ID"
"158",241643,"chr22",40346461,40366614,"ADSL","ENSG00000239900",NA,8069
"159",22483,"chr1",244408494,244451909,"ADSS","ENSG00000035687","ADSS2",48881
"122622",170983,"chr14",104724174,104747310,"ADSSL1","ENSG00000185100","ADSS1",20944
"84830",86490,"chr6",11712054,11766332,"ADTRP","ENSG00000111863",NA,2342
"165",93692,"chr7",44104345,44114560,"AEBP1","ENSG00000106624",NA,8820
"121536",148882,"chr12",19404045,19493829,"AEBP2","ENSG00000139154",NA,3880
"64782",179095,"chr15",88621337,88627341,"AEN","ENSG00000181026",NA,17724
"166",223564,"chr19",3052910,3056768,"AES","ENSG00000104964","TLE5",610
"60312",63511,"chr4",7758714,7872078,"AFAP1","ENSG00000196526",NA,1551
"134265",72848,"chr5",149271859,149343637,"AFAP1L1","ENSG00000157510",NA,29854
"84632",131918,"chr10",114294824,114404502,"AFAP1L2","ENSG00000169129",NA,22858
"4299",60264,"chr4",86935002,87048049,"AFF1","ENSG00000172493",NA,17387
"2334",248480,"chrX",148500617,149000663,"AFF2","ENSG00000155966",NA,29700
"3899",36722,"chr2",99545419,100104716,"AFF3","ENSG00000144218",NA,19909
"27125",77886,"chr5",132875395,132963634,"AFF4","ENSG00000072364",NA,26575
"10939",213878,"chr18",12328944,12377227,"AFG3L2","ENSG00000141385",NA,2465
"173",59848,"chr4",73481745,73504001,"AFM","ENSG00000079557",NA,14696
"125061",202447,"chr17",78187358,78205051,"AFMID","ENSG00000183077",NA,15637
"174",59841,"chr4",73431138,73437210,"AFP","ENSG00000081051",NA,14686
"54812",25002,"chr2",64524299,64592977,"AFTPH","ENSG00000119844",NA,12904
"175",67605,"chr4",177430774,177442437,"AGA","ENSG00000038002",NA,35486
"116987",31716,"chr2",235494043,236131793,"AGAP1","ENSG00000157985",NA,47098
"119385",126220,"chr10",86970741,87010126,"AGAP11","ENSG00000271880",NA,17394
"116986",158277,"chr12",57723761,57742157,"AGAP2","ENSG00000135439",NA,11544
"116988",97882,"chr7",151085831,151117776,"AGAP3","ENSG00000133612",NA,30217
"119016",129647,"chr10",45825594,45847500,"AGAP4","ENSG00000188234",NA,9165
"729092",130390,"chr10",73674287,73697881,"AGAP5","ENSG00000172650",NA,14734
"414189",125027,"chr10",49988318,50010499,"AGAP6","ENSG00000204149",NA,9997
"653268",124865,"chr10",46109621,46131358,"AGAP7",NA,"AGAP7P",9221
"119016",129647,"chr10",45825594,45847500,"AGAP8","ENSG00000188234","AGAP4",9165
"642517",129699,"chr10",47501854,47523638,"AGAP9","ENSG00000204172",NA,9500
"123624",179071,"chr15",86079871,86916156,"AGBL1","ENSG00000273540",NA,17215
"79841",142728,"chr11",47659591,47690370,"AGBL2","ENSG00000165923",NA,9531
"340351",97076,"chr7",134986508,135135778,"AGBL3","ENSG00000146856",NA,26997
"84871",15122,"chr1",48532854,50023954,"AGBL4","ENSG00000186094",NA,9706
"60509",23497,"chr2",27042364,27053154,"AGBL5","ENSG00000084693",NA,5408
"177",87532,"chr6",32180968,32181635,"AGER","ENSG00000204305",NA,6436
"3267",31182,"chr2",227472152,227554559,"AGFG1","ENSG00000173744",NA,45494
"3268",95736,"chr7",100539203,100568220,"AGFG2","ENSG00000106351",NA,20107
"55109",70445,"chr5",77029251,77036574,"AGGF1","ENSG00000164252",NA,15405
"55750",97269,"chr7",141551278,141654409,"AGK","ENSG00000006530",NA,28310
"178",5411,"chr1",99850361,99924020,"AGL","ENSG00000162688",NA,19970
"79814",12786,"chr1",15571699,15585051,"AGMAT","ENSG00000116771",NA,3114
"392636",98736,"chr7",15200317,15562015,"AGMO","ENSG00000187546",NA,3040
"10554",87523,"chr6",32168212,32173115,"AGPAT1","ENSG00000204310",NA,6433
"10555",123224,"chr9",136673143,136687398,"AGPAT2","ENSG00000169692",NA,27334
"56894",237754,"chr21",43865223,43987592,"AGPAT3","ENSG00000160216",NA,8773
"56895",91701,"chr6",161129967,161274061,"AGPAT4","ENSG00000026652",NA,32225
"55326",104508,"chr8",6708642,6761503,"AGPAT5","ENSG00000155189",NA,1341
"137964",106074,"chr8",41577187,41598614,"AGPAT6","ENSG00000158669","GPAT4",8315
"84803",60196,"chr4",83535914,83544613,"AGPAT9","ENSG00000138678","GPAT3",16707
"79888",74572,"chr5",1456480,1523962,"AGPAT9","ENSG00000153395","LPCAT1",291
"123688",178669,"chr15",78507564,78537372,"AGPHD1","ENSG00000188266","HYKK",15701
"8540",29133,"chr2",177392746,177508229,"AGPS","ENSG00000018510",NA,35478
"10551",98762,"chr7",16791811,16804999,"AGR2","ENSG00000106541",NA,3358
"375790",143,"chr1",1020120,1056116,"AGRN","ENSG00000188157",NA,204
"181",194592,"chr16",67482571,67483547,"AGRP","ENSG00000159723",NA,13496
"183",21976,"chr1",230690776,230714566,"AGT","ENSG00000135744",NA,46138
"23287",121011,"chr9",85546539,85741818,"AGTPBP1","ENSG00000135049",NA,17109
"186",247811,"chrX",116170744,116174974,"AGTR2","ENSG00000180772",NA,23234
"57085",920,"chr1",11736084,11750710,"AGTRAP","ENSG00000177674",NA,2347
"64902",75187,"chr5",34998101,35048135,"AGXT2","ENSG00000113492",NA,6999
"64850",66047,"chr4",108742048,108763008,"AGXT2L1","ENSG00000164089","ETNPPL",21748
"85007",79692,"chr5",178208471,178232802,"AGXT2L2","ENSG00000175309","PHYKPL",35641
"25909",22560,"chr1",246839098,246899480,"AHCTF1","ENSG00000153207",NA,49367
"191",234720,"chr20",34234840,34281173,"AHCY","ENSG00000101444",NA,6846
"10768",5868,"chr1",109984765,110023741,"AHCYL1","ENSG00000168710",NA,21996
"23382",96869,"chr7",129225030,129430211,"AHCYL2","ENSG00000158467",NA,25845
"27245",13596,"chr1",27534035,27603592,"AHDC1","ENSG00000126705",NA,5506
"54806",90846,"chr6",135283407,135324554,"AHI1","ENSG00000135541",NA,27056
"79026",143352,"chr11",62433542,62536107,"AHNAK","ENSG00000124942",NA,12486
"113146",175026,"chr14",104937244,104970481,"AHNAK2","ENSG00000185567",NA,20987
"196",92664,"chr7",17132190,17346150,"AHR","ENSG00000106546",NA,3426
"57491",68065,"chr5",321714,438285,"AHRR","ENSG00000063438",NA,64
"10598",169296,"chr14",77457870,77469247,"AHSA1","ENSG00000100591",NA,15491
"130872",24807,"chr2",61177418,61187551,"AHSA2","ENSG00000293434","AHSA2P",12235
"197",49242,"chr3",186613060,186621318,"AHSG","ENSG00000145192",NA,37322
"51327",187502,"chr16",31527900,31528803,"AHSP","ENSG00000169877",NA,6305
"57379",155328,"chr12",8602155,8612867,"AICDA","ENSG00000111732",NA,1720
"64853",21560,"chr1",222668013,222712491,"AIDA","ENSG00000186063",NA,44533
"199",81741,"chr6",31615217,31616340,"AIF1","ENSG00000204472",NA,6323
"83543",118445,"chr9",131096476,131123152,"AIF1L","ENSG00000126878",NA,26219
"9131",252089,"chrX",130124666,130165727,"AIFM1","ENSG00000156709",NA,26024
"84883",130178,"chr10",70098223,70124102,"AIFM2","ENSG00000042286",NA,14019
"150209",239984,"chr22",20965108,20981360,"AIFM3","ENSG00000183773",NA,4193
"51390",85091,"chr6",143060496,143333356,"AIG1","ENSG00000146416",NA,28612
"9212",204446,"chr17",8204733,8210582,"AIM1","ENSG00000178999","AURKB",1640
"202",83997,"chr6",106360717,106572017,"AIM1","ENSG00000112297","CRYBG1",21272
"51151",75148,"chr5",33944623,33984693,"AIM1","ENSG00000164175","SLC45A2",6788
"55057",13525,"chr1",26321698,26360080,"AIM1L","ENSG00000176092","CRYBG2",5264
"9447",19261,"chr1",159061599,159141753,"AIM2","ENSG00000163568",NA,31812
"9255",60711,"chr4",106315544,106331730,"AIMP1","ENSG00000164022",NA,21263
"7965",92384,"chr7",6009255,6023695,"AIMP2","ENSG00000106305",NA,1201
"9049",137026,"chr11",67468174,67490946,"AIP","ENSG00000110711",NA,13493
"23746",204041,"chr17",6393693,6435079,"AIPL1","ENSG00000129221",NA,1278
"326",237811,"chr21",44285838,44298648,"AIRE","ENSG00000160224",NA,8857
"55966",508,"chr1",4654609,4792534,"AJAP1","ENSG00000196581",NA,930
"84962",171671,"chr14",22971177,22982551,"AJUBA","ENSG00000129474",NA,4594
"203",122549,"chr9",127866486,127877675,"AK1","ENSG00000106992",NA,25573
"204",14041,"chr1",33007986,33036883,"AK2","ENSG00000004455",NA,6601
"50808",119323,"chr9",4709556,4741202,"AK3","ENSG00000147853",NA,941
"205",4273,"chr1",65147549,65226092,"AK4","ENSG00000162433",NA,13029
"26289",4798,"chr1",77282019,77559966,"AK5","ENSG00000154027",NA,15456
"122481",170013,"chr14",96392128,96489427,"AK7","ENSG00000140057",NA,19278
"158067",122899,"chr9",132725578,132878284,"AK8","ENSG00000165695",NA,26545
"8165",200894,"chr17",57085092,57106023,"AKAP1","ENSG00000121057",NA,11417
"11216",205328,"chr17",19904302,19977828,"AKAP10","ENSG00000108599",NA,3980
"11215",162068,"chr13",42272152,42323261,"AKAP11","ENSG00000023516",NA,8454
"9590",85365,"chr6",151239967,151358559,"AKAP12","ENSG00000131016",NA,30247
"11214",179041,"chr15",85380571,85382170,"AKAP13","ENSG00000170776",NA,17076
"158798",247896,"chrX",119895837,119920712,"AKAP14","ENSG00000186471",NA,23979
"8227",244961,"chrX",1591604,1602520,"AKAP17A","ENSG00000197976",NA,318
"445815",117264,"chr9",109498325,109780533,"AKAP2","ENSG00000157654","PALM2AKAP2",21899
"10566",154838,"chr12",4615508,4649047,"AKAP3","ENSG00000111254",NA,923
"8852",250362,"chrX",50190777,50200372,"AKAP4","ENSG00000147081",NA,10038
"9495",168417,"chr14",64465499,64474503,"AKAP5","ENSG00000179841",NA,12893
"9472",167248,"chr14",32329298,32837684,"AKAP6","ENSG00000151320",NA,6465
"9465",84630,"chr6",131135467,131283532,"AKAP7","ENSG00000118507",NA,26227
"10270",225364,"chr19",15353385,15379787,"AKAP8","ENSG00000105127",NA,3070
"26993",225376,"chr19",15380050,15418988,"AKAP8L","ENSG00000011243",NA,3076
"10142",95201,"chr7",91940840,92110673,"AKAP9","ENSG00000127914",NA,18388
"221264",90091,"chr6",109492855,109691202,"AKD1","ENSG00000155085","AK9",21898
"56672",133576,"chr11",8911139,8920084,"AKIP1","ENSG00000166452",NA,1782
"79647",2732,"chr1",38991276,39006059,"AKIRIN1","ENSG00000174574",NA,7798
"55122",89559,"chr6",87674860,87702233,"AKIRIN2","ENSG00000135334",NA,17534
"80709",122099,"chr9",114334156,114387982,"AKNA","ENSG00000106948",NA,22866
"254268",16887,"chr1",108815898,108817454,"AKNAD1","ENSG00000162641",NA,21763
"10327",3514,"chr1",45550543,45570049,"AKR1A1","ENSG00000117448",NA,9110
"231",103296,"chr7",134442356,134459100,"AKR1B1","ENSG00000085662",NA,26888
"57016",97038,"chr7",134527567,134541412,"AKR1B10","ENSG00000198074",NA,26905
"441282",97042,"chr7",134549110,134579869,"AKR1B15","ENSG00000227471",NA,26909
"1645",123612,"chr10",4963253,4977950,"AKR1C1","ENSG00000187134",NA,992
"1646",128350,"chr10",4987775,5003857,"AKR1C2","ENSG00000151632",NA,997
"8644",123620,"chr10",5035354,5102210,"AKR1C3","ENSG00000196139",NA,1007
"1109",123632,"chr10",5195463,5218949,"AKR1C4","ENSG00000198610",NA,1039
"6718",97148,"chr7",138002324,138116866,"AKR1D1","ENSG00000122787",NA,27600
"83592",123599,"chr10",4786629,4837583,"AKR1E2","ENSG00000165568",NA,957
"8574",13048,"chr1",19303965,19312144,"AKR7A2","ENSG00000053371",NA,3860
"22977",13047,"chr1",19282573,19288770,"AKR7A3","ENSG00000162482",NA,3856
"207",174998,"chr14",104769349,104794124,"AKT1","ENSG00000142208",NA,20953
"84335",228882,"chr19",49869033,49878356,"AKT1S1","ENSG00000204673",NA,9973
"208",227310,"chr19",40230317,40285345,"AKT2","ENSG00000105221",NA,8046
"10000",22450,"chr1",243488233,243843236,"AKT3","ENSG00000117020",NA,48697
"64400",193801,"chr16",53491040,53503209,"AKTIP","ENSG00000166971",NA,10698
"210",122070,"chr9",113386312,113401284,"ALAD","ENSG00000148218",NA,22677
"211",44463,"chr3",52198086,52214180,"ALAS1","ENSG00000023330",NA,10439
"212",250592,"chrX",55009055,55030977,"ALAS2","ENSG00000158578",NA,11001
"214",45713,"chr3",105366909,105576900,"ALCAM","ENSG00000170017",NA,21073
"126133",221556,"chr19",49453225,49470534,"ALDH16A1","ENSG00000161618",NA,9890
"5832",131115,"chr10",95605941,95656711,"ALDH18A1","ENSG00000059573",NA,19121
"216",120819,"chr9",72900671,72953053,"ALDH1A1","ENSG00000165092",NA,14580
"8854",181738,"chr15",57953424,58065923,"ALDH1A2","ENSG00000128918",NA,11590
"220",179860,"chr15",100877714,100892987,"ALDH1A3","ENSG00000184254",NA,20175
"219",115693,"chr9",38392702,38398661,"ALDH1B1","ENSG00000137124",NA,7678
"10840",54757,"chr3",126103562,126180802,"ALDH1L1","ENSG00000144908",NA,25220
"160428",159662,"chr12",105019784,105066605,"ALDH1L2","ENSG00000136010",NA,21003
"217",153270,"chr12",111753890,111791418,"ALDH2","ENSG00000111275",NA,22350
"218",205298,"chr17",19737984,19748341,"ALDH3A1","ENSG00000108602",NA,3947
"224",197954,"chr17",19648136,19677130,"ALDH3A2","ENSG00000072210",NA,3929
"221",137086,"chr11",68008578,68028696,"ALDH3B1","ENSG00000006534",NA,13601
"222",144444,"chr11",67662155,67674623,"ALDH3B2","ENSG00000132746",NA,13532
"8659",12987,"chr1",18871430,18902553,"ALDH4A1","ENSG00000159423",NA,3774
"7915",80906,"chr6",24494867,24533757,"ALDH5A1","ENSG00000112294",NA,4898
"4329",173675,"chr14",74056847,74084453,"ALDH6A1","ENSG00000119711",NA,14811
"501",77529,"chr5",126531200,126595219,"ALDH7A1","ENSG00000164904",NA,25306
"64577",90822,"chr6",134917393,134950101,"ALDH8A1","ENSG00000118514",NA,26983
"223",19706,"chr1",165662216,165698562,"ALDH9A1","ENSG00000143149",NA,33132
"226",187153,"chr16",30064274,30070414,"ALDOA","ENSG00000149925",NA,6012
"230",205603,"chr17",28573115,28576885,"ALDOC","ENSG00000109107",NA,5714
"56052",185681,"chr16",5033923,5085505,"ALG1","ENSG00000033011",NA,1006
"84920",149424,"chr12",34022468,34029694,"ALG10","ENSG00000139133",NA,6804
"144245",149439,"chr12",38316762,38323982,"ALG10B","ENSG00000175548",NA,7663
"440138",162523,"chr13",52012391,52054316,"ALG11","ENSG00000253710",NA,10402
"79087",244667,"chr22",49900229,49918438,"ALG12","ENSG00000182858",NA,9980
"79868",247711,"chrX",111665811,111713297,"ALG13","ENSG00000101901",NA,22333
"199857",16670,"chr1",94974405,95072951,"ALG14","ENSG00000172339",NA,18994
"200810",54712,"chr3",125928689,125990573,"ALG1L","ENSG00000291096","ALG1L1P",25185
"644974",46834,"chr3",130081831,130098390,"ALG1L2","ENSG00000251287",NA,26016
"85365",121676,"chr9",99216425,99221942,"ALG2","ENSG00000119523",NA,19843
"10195",56744,"chr3",184242301,184248962,"ALG3","ENSG00000214160",NA,36848
"29880",164482,"chr13",36949738,36999300,"ALG5","ENSG00000120697",NA,7389
"29929",4223,"chr1",63367575,63437126,"ALG6","ENSG00000088035",NA,12673
"79053",145231,"chr11",78095244,78139648,"ALG8","ENSG00000159063",NA,15619
"79796",146349,"chr11",111768668,111778306,"ALG9","ENSG00000086848",NA,22353
"238",33525,"chr2",29192774,29223900,"ALK","ENSG00000171094",NA,5838
"8846",173995,"chr14",77672404,77708023,"ALKBH1","ENSG00000100601",NA,15534
"121642",159813,"chr12",109088188,109093488,"ALKBH2","ENSG00000189046",NA,21817
"221120",134728,"chr11",43880811,43920010,"ALKBH3","ENSG00000166199",NA,8776
"54784",102166,"chr7",102456238,102464863,"ALKBH4","ENSG00000160993",NA,20491
"54890",197716,"chr17",18183078,18209398,"ALKBH5","ENSG00000091542",NA,3636
"84964",226751,"chr19",36008638,36014235,"ALKBH6","ENSG00000239382",NA,7201
"84266",216634,"chr19",6372794,6375250,"ALKBH7","ENSG00000125652",NA,1274
"91801",146204,"chr11",107502727,107565735,"ALKBH8","ENSG00000137760",NA,21500
"7840",25420,"chr2",73385758,73609715,"ALMS1","ENSG00000116127",NA,14677
"239",196749,"chr17",6996049,7010754,"ALOX12","ENSG00000108839",NA,1399
"242",204391,"chr17",8072636,8087716,"ALOX12B","ENSG00000179477",NA,1614
"246",203795,"chr17",4630919,4641678,"ALOX15","ENSG00000161905",NA,926
"247",197140,"chr17",8039034,8048844,"ALOX15B","ENSG00000179593",NA,1607
"240",124841,"chr10",45374176,45446119,"ALOX5","ENSG00000012779",NA,9074
"241",161712,"chr13",30713478,30764425,"ALOX5AP","ENSG00000132965",NA,6142
"59344",204397,"chr17",8095900,8118489,"ALOXE3","ENSG00000179148",NA,1619
"80216",60880,"chr4",112285509,112315851,"ALPK1","ENSG00000073331",NA,22457
"115701",215227,"chr18",58481247,58629091,"ALPK2","ENSG00000198796",NA,11696
"57538",179015,"chr15",84817356,84873479,"ALPK3","ENSG00000136383",NA,16963
"249",1465,"chr1",21509397,21564211,"ALPL","ENSG00000162551",NA,4301
"250",31476,"chr2",232378724,232379784,"ALPP","ENSG00000163283",NA,46475
"251",31479,"chr2",232406844,232410714,"ALPPL2","ENSG00000163286","ALPG",46481
"57679",39957,"chr2",201700267,201780933,"ALS2","ENSG00000003393",NA,40340
"259173",51569,"chr3",46668995,46693679,"ALS2CL","ENSG00000178038",NA,9333
"151254",39925,"chr2",201487421,201619178,"ALS2CR11","ENSG00000155754","C2CD6",40297
"130540",39909,"chr2",201288271,201351451,"ALS2CR12","ENSG00000155749","FLACC1",40257
"79800",30081,"chr2",202912214,202987063,"ALS2CR8","ENSG00000138380","CARF",40582
"8092",152188,"chr12",85280220,85301784,"ALX1","ENSG00000180318",NA,17056
"257",17064,"chr1",110059870,110070672,"ALX3","ENSG00000156150",NA,22011
"60529",142425,"chr11",44260440,44310139,"ALX4","ENSG00000052850",NA,8852
"10189",210633,"chr17",81887835,81891586,"ALYREF","ENSG00000183684",NA,16377
"23600",75153,"chr5",33986165,34008050,"AMACR","ENSG00000242110",NA,6797
"259",122087,"chr9",114060127,114078300,"AMBP","ENSG00000106927",NA,22812
"55626",142540,"chr11",46396414,46591364,"AMBRA1","ENSG00000110497",NA,9279
"262",84201,"chr6",110874770,110895713,"AMD1","ENSG00000123505",NA,22174
"144193",152465,"chr12",95943331,95968720,"AMDHD1","ENSG00000139344",NA,19188
"51005",185252,"chr16",2513965,2527955,"AMDHD2","ENSG00000162066",NA,502
"267",193931,"chr16",56361452,56425545,"AMFR","ENSG00000159461",NA,11272
"268",216198,"chr19",2249309,2250749,"AMH","ENSG00000104899",NA,449
"269",150447,"chr12",53423855,53431672,"AMHR2","ENSG00000135409",NA,10684
"57463",17036,"chr1",109504178,109509727,"AMIGO1","ENSG00000181754",NA,21900
"347902",156621,"chr12",47075707,47079865,"AMIGO2","ENSG00000139211",NA,9415
"386724",52256,"chr3",49716829,49719684,"AMIGO3","ENSG00000176020",NA,9943
"9949",251767,"chrX",110194186,110318085,"AMMECR1","ENSG00000101935",NA,22038
"83607",37512,"chr2",127861630,127885956,"AMMECR1L","ENSG00000144233",NA,25572
"196394",156308,"chr12",31671142,31729021,"AMN1","ENSG00000151743",NA,6334
"154796",251808,"chrX",112774503,112840815,"AMOT","ENSG00000126016",NA,22554
"154810",138340,"chr11",94706431,94799539,"AMOTL1","ENSG00000166025",NA,18941
"51421",55210,"chr3",134355347,134374447,"AMOTL2","ENSG00000114019",NA,26871
"270",17369,"chr1",114673090,114695473,"AMPD1","ENSG00000116748",NA,22934
"271",5758,"chr1",109616104,109631152,"AMPD2","ENSG00000116337",NA,21923
"272",133670,"chr11",10317671,10478637,"AMPD3","ENSG00000133805",NA,2063
"273",99524,"chr7",38383704,38631373,"AMPH","ENSG00000078053",NA,7676
"275",52157,"chr3",49416778,49422460,"AMT","ENSG00000145020",NA,9883
"276",5579,"chr1",103655760,103664554,"AMY1A","ENSG00000237763",NA,20731
"277",16812,"chr1",103687415,103696210,"AMY1B","ENSG00000174876",NA,20737
"278",5584,"chr1",103745323,103758726,"AMY1C","ENSG00000187733",NA,20749
"279",5575,"chr1",103617427,103620668,"AMY2A","ENSG00000243480",NA,20723
"280",5566,"chr1",103553815,103579530,"AMY2B","ENSG00000240038",NA,20710
"155185",92261,"chr7",2679522,2716529,"AMZ1","ENSG00000174945",NA,535
"51321",201624,"chr17",68205481,68257712,"AMZ2","ENSG00000196704",NA,13641
"64682",37189,"chr2",111611639,111784343,"ANAPC1","ENSG00000153107",NA,22322
"10393",66883,"chr4",144210701,145098174,"ANAPC10","ENSG00000164162",NA,28842
"51529",202910,"chr17",81890790,81900255,"ANAPC11","ENSG00000141552",NA,16378
"25847",55223,"chr3",134477706,134485985,"ANAPC13","ENSG00000129055",NA,26895
"119504",125622,"chr10",72216000,72235858,"ANAPC16","ENSG00000166295",NA,14443
"29882",123355,"chr9",137174784,137177072,"ANAPC2","ENSG00000176248",NA,27434
"29945",58693,"chr4",25377263,25418498,"ANAPC4","ENSG00000053900",NA,5075
"51433",160600,"chr12",121308245,121310394,"ANAPC5","ENSG00000089053",NA,24261
"51434",159913,"chr12",110372900,110403708,"ANAPC7","ENSG00000196510",NA,22074
"283",166204,"chr14",20684177,20694186,"ANG","ENSG00000214274",NA,4136
"23357",173856,"chr14",76781733,76812891,"ANGEL1","ENSG00000013523",NA,15356
"90806",21281,"chr1",212992182,213015826,"ANGEL2","ENSG00000174606",NA,42598
"284",112909,"chr8",107249482,107497918,"ANGPT1","ENSG00000154188",NA,21449
"285",109605,"chr8",6499632,6563245,"ANGPT2","ENSG00000091879",NA,1299
"51378",233439,"chr20",869900,916334,"ANGPT4","ENSG00000101280",NA,173
"9068",20237,"chr1",178849535,178871077,"ANGPTL1","ENSG00000116194",NA,35769
"23452",122469,"chr9",127087348,127122635,"ANGPTL2","ENSG00000136859",NA,25417
"27329",4204,"chr1",62597520,62606313,"ANGPTL3","ENSG00000132855",NA,12519
"51129",216883,"chr19",8363299,8371230,"ANGPTL4","ENSG00000167772",NA,1672
"253935",145991,"chr11",101890674,101916522,"ANGPTL5","ENSG00000187151",NA,20378
"83854",224418,"chr19",10092338,10096598,"ANGPTL6","ENSG00000130812",NA,2018
"10218",894,"chr1",11189355,11195981,"ANGPTL7","ENSG00000171819",NA,2237
